Sales Order Number,Sales Document Type,Sales Order Line Item,Order Create Date,Requested Delivery Date,Sold-To Party,Sold-to Name,Customer Hierarchy ,Customer Hierarchy Level 6 Text,Customer Hierarchy Level 7 Text,Material,Material Descrption,Material Status Description,Plant Material Status Description,Auth Sell Flag Description,Plant,Order Quantity Sales Unit,Sales Unit of Measure
1076454982,ZOR,180,20251113,20251114,2001202172,QUIKTRIP #310R,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1269,1,CS
1076454982,ZOR,200,20251113,20251114,2001202172,QUIKTRIP #310R,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1269,1,CS
1076454982,ZOR,210,20251113,20251114,2001202172,QUIKTRIP #310R,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1269,1,CS
1076454982,ZOR,270,20251113,20251114,2001202172,QUIKTRIP #310R,1000008601.0,QUIKTRIP,QUIKTRIP,300039348,FAST TWITCH GRP PET 12OZ 1P12C NEW,Material Active,Material Active,No,1269,1,CS
1076454983,ZOR,150,20251113,20251114,2000371680,QUIKTRIP #216,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1331,1,CS
1076461509,ZOR,420,20251113,20251114,2000362832,QUIKTRIP # 219,1000008601.0,QUIKTRIP,QUIKTRIP,300011156,DT DR PEP ORG BIB 5GL 1P1C POS,Material Active,Material Active,No,1331,3,CS
1076461991,ZOR,230,20251113,20251114,2001159798,QUIKTRIP 4034,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1N98,1,CS
1076461991,ZOR,240,20251113,20251114,2001159798,QUIKTRIP 4034,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1N98,1,CS
1076465590,ZOR,210,20251113,20251114,2004259467,QUIKTRIP 4042,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1N98,2,CS
1076465590,ZOR,240,20251113,20251114,2004259467,QUIKTRIP 4042,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1N98,1,CS
1076465988,ZOR,130,20251113,20251114,2001016594,QUIKTRIP #218,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1331,1,CS
1076465988,ZOR,180,20251113,20251114,2001016594,QUIKTRIP #218,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1331,1,CS
1076465988,ZOR,250,20251113,20251114,2001016594,QUIKTRIP #218,1000008601.0,QUIKTRIP,QUIKTRIP,300011156,DT DR PEP ORG BIB 5GL 1P1C POS,Material Active,Material Active,No,1331,3,CS
1076466473,ZOR,200,20251113,20251114,2000761217,QUIKTRIP 4014,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1272,1,CS
1076466473,ZOR,210,20251113,20251114,2000761217,QUIKTRIP 4014,1000008601.0,QUIKTRIP,QUIKTRIP,300051154,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C,Material Active,Material Active,No,1272,1,CS
1076466823,ZOR,170,20251113,20251114,2000312228,QUIKTRIP #314,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1269,1,CS
1076466823,ZOR,230,20251113,20251114,2000312228,QUIKTRIP #314,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1269,2,CS
1076466823,ZOR,240,20251113,20251114,2000312228,QUIKTRIP #314,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1269,1,CS
1076467853,ZOR,370,20251113,20251114,2001149454,PRICE CHOPPER 250,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1029,1,CS
1076467853,ZOR,380,20251113,20251114,2001149454,PRICE CHOPPER 250,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300051111,MTN DEW ZS TRLICHRLEM CAN 12OZ 12P2CFM,Material Active,Material Active,No,1029,1,CS
1076468079,ZOR,150,20251113,20251114,2001253281,QUIKTRIP #594,1000008601.0,QUIKTRIP,QUIKTRIP,300010161,PEPSI NITRO VNLCOLA CAN 13.65OZ 1P12C,Material Active,Material Active,No,1288,1,CS
1076468079,ZOR,160,20251113,20251114,2001253281,QUIKTRIP #594,1000008601.0,QUIKTRIP,QUIKTRIP,300040911,MTN DEW BAJ PNT BRK PNCHSBPET20OZ1P24C S,Material Active,Material Active,No,1288,1,CS
1076468079,ZOR,170,20251113,20251114,2001253281,QUIKTRIP #594,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1288,1,CS
1076469932,ZOR,220,20251113,20251114,2000830085,QUIKTRIP #589,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1288,1,CS
1076470268,ZOR,270,20251113,20251113,2000928286,QUIKTRIP #188,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1331,1,CS
1076470268,ZOR,460,20251113,20251113,2000928286,QUIKTRIP #188,1000008601.0,QUIKTRIP,QUIKTRIP,300011156,DT DR PEP ORG BIB 5GL 1P1C POS,Material Active,Material Active,No,1331,2,CS
1076471151,ZOR,190,20251113,20251114,2001202127,QUIKTRIP #353,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1269,2,CS
1076471151,ZOR,280,20251113,20251114,2001202127,QUIKTRIP #353,1000008601.0,QUIKTRIP,QUIKTRIP,300045892,LPTN FSN PNAPLMGOLEMAD CAN 16OZ 1P12C,Material Active,Material Active,No,1269,1,CS
1076472512,ZOR,510,20251113,20251114,2000499729,PRICE CHOPPER 023,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300009920,SCW CRNBRASB PET 2L 1P8C S,Material Active,Material Active,No,1029,1,CS
1076472682,ZOR,200,20251113,20251113,2000548135,QUIKTRIP #155,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1331,1,CS
1076472682,ZOR,270,20251113,20251113,2000548135,QUIKTRIP #155,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1331,1,CS
1076472683,ZOR,250,20251113,20251114,2000371700,QUIKTRIP #698,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1353,1,CS
1076472683,ZOR,300,20251113,20251114,2000371700,QUIKTRIP #698,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1353,1,CS
1076472683,ZOR,300,20251113,20251114,2000371700,QUIKTRIP #698,1000008601.0,QUIKTRIP,QUIKTRIP,300009428,STRBK FRP CFFE GB 13.7OZ 1P12CCBL,Material Active,Material Active,No,1353,1,CS
1076473290,ZOR,200,20251113,20251114,2000540335,QUIKTRIP #652,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1353,1,CS
1076473290,ZOR,260,20251113,20251114,2000540335,QUIKTRIP #652,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1353,1,CS
1076473290,ZOR,260,20251113,20251114,2000540335,QUIKTRIP #652,1000008601.0,QUIKTRIP,QUIKTRIP,300009428,STRBK FRP CFFE GB 13.7OZ 1P12CCBL,Material Active,Material Active,No,1353,1,CS
1076473290,ZOR,280,20251113,20251114,2000540335,QUIKTRIP #652,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1353,1,CS
1076473563,ZOR,110,20251113,20251113,2004999780,QUIK TRIP 4157,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1R96,1,CS
1076473563,ZOR,150,20251113,20251113,2004999780,QUIK TRIP 4157,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1R96,1,CS
1076473563,ZOR,170,20251113,20251113,2004999780,QUIK TRIP 4157,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1R96,1,CS
1076474491,ZOR,200,20251113,20251114,2000550583,QUIKTRIP #674,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1353,4,CS
1076474491,ZOR,200,20251113,20251114,2000550583,QUIKTRIP #674,1000008601.0,QUIKTRIP,QUIKTRIP,300009428,STRBK FRP CFFE GB 13.7OZ 1P12CCBL,Material Active,Material Active,No,1353,4,CS
1076474491,ZOR,210,20251113,20251114,2000550583,QUIKTRIP #674,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1353,1,CS
1076475230,ZOR,380,20251113,20251114,2000355474,QUIKTRIP #638,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1353,4,CS
1076475230,ZOR,380,20251113,20251114,2000355474,QUIKTRIP #638,1000008601.0,QUIKTRIP,QUIKTRIP,300009428,STRBK FRP CFFE GB 13.7OZ 1P12CCBL,Material Active,Material Active,No,1353,4,CS
1076475230,ZOR,400,20251113,20251114,2000355474,QUIKTRIP #638,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1353,1,CS
1076475921,ZOR,930,20251113,20251114,2000592407,PRICE CHOPPER 184,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300009076,RCKSTR RCVR RCVRY CAN 16OZ 1P12C ORG,Material Active,Material Active,No,1029,1,CS
1076475921,ZOR,1010,20251113,20251114,2000592407,PRICE CHOPPER 184,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300007558,BUBLY CHR CAN 16OZ 1P12C,Material Active,Material Active,No,1029,1,CS
1076475921,ZOR,1020,20251113,20251114,2000592407,PRICE CHOPPER 184,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040207,BUBLY BRST PEACMGO PET 16.9OZ 1P12C,Material Active,Material Active,No,1029,1,CS
1076475921,ZOR,1030,20251113,20251114,2000592407,PRICE CHOPPER 184,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300046199,GAT GLCCHRGLCFZE PET 28OZ 1PK 15CS,Material Active,Material Active,No,1029,1,CS
1076475921,ZOR,1030,20251113,20251114,2000592407,PRICE CHOPPER 184,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300049046,GAT GLCCHRGLCFZE PET 28OZ 1P15C DRP ONLY,Material Active,Material Inactive,No,1029,1,CS
1076475921,ZOR,1040,20251113,20251114,2000592407,PRICE CHOPPER 184,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040202,STRBK CB SLTCARMCRM CAN 11OZ 1P12C SLK,Material Active,Material Active,No,1029,1,CS
1076475962,ZOR,240,20251113,20251114,2000312248,QUIKTRIP #372,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1269,1,CS
1076475962,ZOR,250,20251113,20251114,2000312248,QUIKTRIP #372,1000008601.0,QUIKTRIP,QUIKTRIP,300010790,RCKSTR PNCH STRWBPEAC CAN 16OZ 1PK12CS,Material Active,Material Active,No,1269,2,CS
1076476487,ZOR,160,20251113,20251114,2001168993,QUIKTRIP 4153,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1R96,2,CS
1076476512,ZOR,210,20251113,20251113,2000547989,QUIKTRIP #169,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1331,1,CS
1076476559,ZOR,210,20251113,20251114,2000636449,QUIKTRIP #586,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1288,1,CS
1076477533,ZOR,150,20251113,20251114,2000491937,QUIKTRIP #327,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1269,1,CS
1076477533,ZOR,200,20251113,20251114,2000491937,QUIKTRIP #327,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1269,1,CS
1076477549,ZOR,340,20251113,20251113,2000613558,QUIKTRIP #228,1000008601.0,QUIKTRIP,QUIKTRIP,300011156,DT DR PEP ORG BIB 5GL 1P1C POS,Material Active,Material Active,No,1331,3,CS
1076477603,ZOR,110,20251113,20251114,2000303191,PRICE CHOPPER 045,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300003827,BRSK IC T SWTTEA PET 1L 1P15C S,Material Active,Material Active,No,1029,1,CS
1076477603,ZOR,120,20251113,20251114,2000303191,PRICE CHOPPER 045,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300003887,BRSK IC T PEAC PET 1L 1P15C S,Material Active,Material Inactive,No,1029,1,CS
1076477659,ZOR,230,20251113,20251114,2000304040,QUIKTRIP #160,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1331,2,CS
1076477787,ZOR,110,20251113,20251114,2004803704,QUIKTRIP 4236,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1M88,1,CS
1076477953,ZOR,80,20251113,20251114,2000903889,QUIKTRIP 4156,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1R96,1,CS
1076477953,ZOR,110,20251113,20251114,2000903889,QUIKTRIP 4156,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1R96,1,CS
1076477953,ZOR,130,20251113,20251114,2000903889,QUIKTRIP 4156,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1R96,1,CS
1076478061,ZOR,280,20251113,20251114,2003144615,QUIKTRIP 0271,1000008601.0,QUIKTRIP,QUIKTRIP,300011156,DT DR PEP ORG BIB 5GL 1P1C POS,Material Active,Material Active,No,1331,3,CS
1076478247,ZOR,220,20251113,20251114,2000761096,QUIKTRIP #598,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1288,1,CS
1076478738,ZOR,160,20251113,20251114,2004030408,QUIKTRIP 4231,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1139,2,CS
1076478738,ZOR,330,20251113,20251114,2004030408,QUIKTRIP 4231,1000008601.0,QUIKTRIP,QUIKTRIP,300051203,CELSIUS LF SPKSPIZVB SLCN 12OZ1P12C,Material Active,Material Active,No,1139,1,CS
1076478883,ZOR,150,20251113,20251114,2000474485,QUIKTRIP 4001,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1N98,3,CS
1076478883,ZOR,170,20251113,20251114,2000474485,QUIKTRIP 4001,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1N98,1,CS
1076479188,ZOR,290,20251113,20251114,2000758232,QUIKTRIP 4068,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1272,1,CS
1076479188,ZOR,310,20251113,20251114,2000758232,QUIKTRIP 4068,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1272,1,CS
1076479188,ZOR,320,20251113,20251114,2000758232,QUIKTRIP 4068,1000008601.0,QUIKTRIP,QUIKTRIP,300051154,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C,Material Active,Material Active,No,1272,1,CS
1076479523,ZOR,210,20251113,20251113,2000934743,QUIKTRIP #694,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1353,3,CS
1076479523,ZOR,210,20251113,20251113,2000934743,QUIKTRIP #694,1000008601.0,QUIKTRIP,QUIKTRIP,300009428,STRBK FRP CFFE GB 13.7OZ 1P12CCBL,Material Active,Material Active,No,1353,3,CS
1076479523,ZOR,220,20251113,20251113,2000934743,QUIKTRIP #694,1000008601.0,QUIKTRIP,QUIKTRIP,300045948,MTN DEW BAJ CABO CITRUS ZSPET20OZ1P24CS,Material Active,Material Active,No,1353,1,CS
1076479523,ZOR,230,20251113,20251113,2000934743,QUIKTRIP #694,1000008601.0,QUIKTRIP,QUIKTRIP,300045938,MTN DEW BAJ CABO CITRUS SB PET20OZ1P24CS,Material Active,Material Active,No,1353,1,CS
1076479523,ZOR,240,20251113,20251113,2000934743,QUIKTRIP #694,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1353,1,CS
1076479659,ZOR,110,20251113,20251114,2000374485,QUIKTRIP 4067,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1272,1,CS
1076480269,ZOR,130,20251113,20251114,2000663614,QUIKTRIP 4147,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1R96,5,CS
1076480269,ZOR,160,20251113,20251114,2000663614,QUIKTRIP 4147,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1R96,1,CS
1076480510,ZOR,80,20251113,20251113,2000535132,QUIKTRIP #648,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1353,1,CS
1076480510,ZOR,140,20251113,20251113,2000535132,QUIKTRIP #648,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1353,1,CS
1076480536,ZOR,240,20251113,20251113,2001087718,QUIKTRIP #150,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1331,1,CS
1076480536,ZOR,340,20251113,20251113,2001087718,QUIKTRIP #150,1000008601.0,QUIKTRIP,QUIKTRIP,300011156,DT DR PEP ORG BIB 5GL 1P1C POS,Material Active,Material Active,No,1331,3,CS
1076480569,ZOR,210,20251113,20251114,2004810369,QUIKTRIP #284,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1337,2,CS
1076480569,ZOR,220,20251113,20251114,2004810369,QUIKTRIP #284,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1337,1,CS
1076480588,ZOR,220,20251113,20251114,2000724659,QUIK TRIP #665,1000008601.0,QUIKTRIP,QUIKTRIP,300005846,STRBK FRP PUMPSPC GB 13.7OZ 1P12C,Material Active,Material Active,No,1353,1,CS
1076480588,ZOR,270,20251113,20251114,2000724659,QUIK TRIP #665,1000008601.0,QUIKTRIP,QUIKTRIP,300008760,STRBK FRP PMNTMOCH GB 13.7OZ 1P12C LSE,Material Active,Material Active,No,1353,1,CS
1076480588,ZOR,270,20251113,20251114,2000724659,QUIK TRIP #665,1000008601.0,QUIKTRIP,QUIKTRIP,300009428,STRBK FRP CFFE GB 13.7OZ 1P12CCBL,Material Active,Material Active,No,1353,1,CS
1076480588,ZOR,280,20251113,20251114,2000724659,QUIK TRIP #665,1000008601.0,QUIKTRIP,QUIKTRIP,300045060,BUBLY BRST MGOLIM PET 16.9OZ 1P12C,Material Active,Material Active,No,1353,1,CS
1076480588,ZOR,290,20251113,20251114,2000724659,QUIK TRIP #665,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1353,1,CS
1076481065,ZOR,90,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300005469,MTN DEW AMP CHR CAN 16OZ 1P12C,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,130,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300007227,BUBLY PNPL CAN 12OZ 8P3CFM,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,160,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040228,BUBLY BRST CHRLEMADE PET 16.9OZ 1P12C,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,170,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040208,BUBLY BRST WTRMLNLM PET 16.9OZ 1P12C,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,180,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040230,BUBLY BRST TRPLBRY PET 16.9OZ 1P12C,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,190,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040213,BUBLY BRST TROPPNCH PET 16.9OZ 1P12C,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,200,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040214,BUBLY BRST PINAPLTNGRN PET 16.9OZ 1P12C,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,220,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300045226,PEPSI WC WLDCHRCRM PET 20OZ 1P24C S,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,300,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300043470,GAT VARTYPK PET 12OZ18P1C LGT BLS/MDN IC,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,580,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,590,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300051111,MTN DEW ZS TRLICHRLEM CAN 12OZ 12P2CFM,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,600,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300011189,SCW TNCWTR GB 10OZ 6P4C,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,610,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040791,DR PEP STRWBCRM PET 16.9OZ 6PK 4CS S,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,620,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300049983,CRS BLUERASB CAN 12OZ 12P2CFM BKTO80S,Material Active,Material Active,No,1029,2,CS
1076481065,ZOR,630,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300056718,POPPI VARTYPK CAN 12OZ 8P3C ESSNTLS,Material Active,Material Active,No,1029,2,CS
1076481065,ZOR,640,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300009076,RCKSTR RCVR RCVRY CAN 16OZ 1P12C ORG,Material Active,Material Active,No,1029,1,CS
1076481065,ZOR,650,20251113,20251114,2004332131,PRICE CHOPPER 043,1000006062.0,NORTHEAST GROCERS,PRICE CHOPPER,300040288,CELSIUS LF SPMGOTGO CAN 16OZ 1P12CS ESS,Material Active,Material Active,No,1029,1,CS
1076481089,ZOR,180,20251113,20251114,2000883848,QUIKTRIP #328,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1269,1,CS
1076481090,ZOR,350,20251113,20251114,2001092885,QUIKTRIP #240,1000008601.0,QUIKTRIP,QUIKTRIP,300011156,DT DR PEP ORG BIB 5GL 1P1C POS,Material Active,Material Active,No,1331,3,CS
1076481218,ZOR,250,20251113,20251114,2000547966,QUIKTRIP #173,1000008601.0,QUIKTRIP,QUIKTRIP,300051104,MTN DEW ZS TRLICHRLEM PET 20OZ 1P24C S,Material Active,Material Active,No,1331,1,CS
1076481970,ZOR,310,20251113,20251113,2004265896,QUIKTRIP #254,1000008601.0,QUIKTRIP,QUIKTRIP,300011156,DT DR PEP ORG BIB 5GL 1P1C POS,Material Active,Material Active,No,1331,3,CS
